Image Name,Class 1,Propability,Class 2,Propability,Class 3,Propability
Late_blight_on_tomato_leaf.jpg,Squash___Powdery_mildew,56.80757761001587,Tomato___Late_blight,42.58476495742798,Tomato___Bacterial_spot,0.607658876106143
Late_blight_on_tomato_leaf.jpg,Squash___Powdery_mildew,56.80757761001587,Tomato___Late_blight,42.58476495742798,Tomato___Bacterial_spot,0.607658876106143
Spider_Mites.jpg,Squash___Powdery_mildew,99.74873065948486,Tomato___Bacterial_spot,0.24680935312062502,Peach___Bacterial_spot,0.004451849963515997
Tomato_Blight_segmented.png,Tomato___Bacterial_spot,80.91123104095459,Tomato___Septoria_leaf_spot,12.624217569828033,Tomato___Tomato_Yellow_Leaf_Curl_Virus,6.436459720134735
Tomato_Blight_late.jpg,Tomato___Late_blight,66.23622179031372,Tomato___Septoria_leaf_spot,22.298014163970947,Tomato___Bacterial_spot,10.240494459867477
Tomato_blight_scaled.png,Tomato___Septoria_leaf_spot,97.40843772888184,Tomato___Late_blight,1.80883277207613,Tomato___Bacterial_spot,0.5757471080869436
Tomato_blight_scaled.png,Tomato___Septoria_leaf_spot,97.40843772888184,Tomato___Late_blight,1.80883277207613,Tomato___Bacterial_spot,0.5757471080869436
Tomato_Blight.jpg,Tomato___Bacterial_spot,99.90013241767883,Tomato___Late_blight,0.09932524990290403,Tomato___Septoria_leaf_spot,0.0005086359124106821
Peach_bacterial_spot_2.jpg,Peach___Bacterial_spot,100.0,Tomato___Bacterial_spot,1.9491695894398206e-22,Tomato___Septoria_leaf_spot,2.2796540620637947e-29
Peach_bacterial_spot_3.jpg,Peach___Bacterial_spot,100.0,Tomato___Bacterial_spot,3.685813113052383e-09,Tomato___Septoria_leaf_spot,8.061703431552769e-11
Peach_bacterial_spot.jpg,Peach___Bacterial_spot,99.30641055107117,Tomato___Late_blight,0.6933705881237984,Tomato___Bacterial_spot,0.00022142294255900197
bacterial_spot_on_peach_leaf.jpg,Peach___Bacterial_spot,100.0,Tomato___Bacterial_spot,1.3233338010019293e-15,Squash___Powdery_mildew,2.4107974225656385e-16
